,Hotels,Ratings,Price,Link,Stars,Descriptions
115,Aparthotel Senator Barcelona,"7,6",€ 492,https://www.booking.com/hotel/es/aparthotelcitysenator.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=115&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977558&all_sr_blocks=9037310_351506366_2_0_0&highlighted_blocks=9037310_351506366_2_0_0&matching_block_id=9037310_351506366_2_0_0&sr_pri_blocks=9037310_351506366_2_0_0__49152&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3,"El Aparthotel Senator Barcelona se encuentra en la Vía Augusta, una agradable zona residencial situada a 2 minutos a pie de la estación de tren de Muntaner. Las habitaciones del hotel incluyen aire acondicionado, calefacción y conexión WiFi gratuita.

Todas las habitaciones y apartamentos disponen de TV, teléfono y baño privado con bañera o ducha. Los apartamentos también cuentan con zona de cocina equipada.

El establecimiento se halla a 6 minutos en tren de la plaza de Cataluña y del centro de Barcelona. La basílica de la Sagrada Familia queda a 3,3 km."
116,Ohla Barcelona,"9,0",€ 970,https://www.booking.com/hotel/es/ohla.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=116&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977558&all_sr_blocks=26940302_368259815_0_1_0&highlighted_blocks=26940302_368259815_0_1_0&matching_block_id=26940302_368259815_0_1_0&sr_pri_blocks=26940302_368259815_0_1_0__96972&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,5,"Este hotel boutique dispone de piscina en la azotea y está situado en el centro histórico de Barcelona, a poca distancia del Palacio de la Música Catalana, de la catedral y de las Ramblas.

Todas las habitaciones del Ohla Barcelona presentan una decoración moderna y disponen de ventanas grandes, TV de pantalla plana y WiFi gratuita. También incluyen baño moderno con albornoces y zapatillas. Algunas habitaciones disfrutan de vistas al Barrio Gótico.

Romain Fornell es actualmente el chef principal de todos los restaurantes del hotel Ohla Barcelona: El restaurante Caelis, el Vistro49 y La Plassohla. Este último está especializado en cocina catalana y ofrece tapas y platos pequeños. Los huéspedes también pueden degustar un cóctel en el bar de la azotea Ohla.

La piscina de la azotea goza de vistas fantásticas a la ciudad y alberga una terraza chill out. Además, el hotel dispone de gimnasio y zona de bienestar con sauna.

El Ohla Barcelona se encuentra a 300 metros de la plaza Catalunya y a 200 metros de la estación de metro Urquinaona. Asimismo, el establecimiento se halla a 10 minutos a pie del Passeig de Gràcia y de los edificios modernistas de Gaudí."
117,Catalonia Ramblas 4* Sup,"8,3",€ 700,https://www.booking.com/hotel/es/catalonia-ramblas.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=117&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977558&all_sr_blocks=9343016_204271584_0_2_0&highlighted_blocks=9343016_204271584_0_2_0&matching_block_id=9343016_204271584_0_2_0&sr_pri_blocks=9343016_204271584_0_2_0__69960&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4,"El Catalonia Ramblas 4* Sup está ubicado en Barcelona, junto a la famosa zona de Las Ramblas y a 3 minutos a pie de la céntrica plaza de Cataluña, y ofrece piscina de temporada al aire libre con terraza orientada al sur, bar cafetería junto a la piscina y zona de chill-out.

Las habitaciones, amplias y luminosas, se hallan en un edificio modernista. Disponen de WiFi gratuita, set de té/café y Smart TV de pantalla plana con canales vía satélite y la aplicación Chromecast. Algunos alojamientos tienen terraza privada con piscina. Hay servicio de habitaciones.

El spa del Catalonia Ramblas 4* Sup cuenta con zona de relajación. Hay sauna, baño de vapor y bañera de hidromasaje. También se ofrecen tratamientos de belleza y un servicio de masajes.

El restaurante Pelai del hotel sirve platos catalanes elaborados según el concepto de cocina de mercado. Los platos se elaboran en una cocina de carbón y pueden tomarse en la terraza Pelai, situada en la azotea y que cuenta con una zona de chill-out con vistas panorámicas a la ciudad. El desayuno buffet se sirve todos los días. Los fines de semana, está disponible hasta las 11:00.

En verano, la terraza está abierta hasta las 00:00 y ofrece una carta veraniega, además de cócteles y batidos."
118,Hostal Santa Ana,"7,0",€ 231,https://www.booking.com/hotel/es/hostal-cortes-barcelona.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=118&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977558&all_sr_blocks=43246404_88209483_0_0_0&highlighted_blocks=43246404_88209483_0_0_0&matching_block_id=43246404_88209483_0_0_0&sr_pri_blocks=43246404_88209483_0_0_0__23052&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,0,"El Hostal Santa Ana se encuentra en pleno centro de Barcelona, a solo 240 metros de la Plaça Catalunya y a 1 minuto a pie del Portal de l'Angel. Hay WiFi gratuita.

Se ofrece consigna de equipaje, caja fuerte y servicio de información turística.

Las habitaciones son funcionales y cuentan con ventilador, lavabo, calefacción y baño compartido o privado.

En la zona hay numerosas tiendas, bares y restaurantes. También está bien comunicada en transporte público. El alojamiento está situado a 3 minutos a pie del centro comercial El Corte Inglés.

El establecimiento se halla a 300 metros de la parada de autobús del aeropuerto y de una estación de metro."
119,Hotel Boutique Mirlo Barcelona,"9,3",€ 721,https://www.booking.com/hotel/es/mirlo-barcelona.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=119&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977558&all_sr_blocks=630947207_387114464_2_2_0&highlighted_blocks=630947207_387114464_2_2_0&matching_block_id=630947207_387114464_2_2_0&sr_pri_blocks=630947207_387114464_2_2_0__72052&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,5,"Hotel Boutique Mirlo Barcelona dispone de jardín, salón de uso común, restaurante y bar en Barcelona. Este hotel de 5 estrellas ofrece servicio de habitaciones, recepción 24 horas y wifi gratis. El centro de spa y bienestar tiene sauna, piscina al aire libre, bañera de hidromasaje y terraza.

El hotel ofrece habitaciones con aire acondicionado, escritorio, cafetera, nevera, minibar, caja fuerte, TV de pantalla plana y baño privado con bidet. Las habitaciones disponen de hervidor, algunas ofrecen patio y otras también tienen vistas a la ciudad. En Hotel Boutique Mirlo Barcelona, todas las habitaciones incluyen ropa de cama y toallas.

El alojamiento ofrece desayuno buffet o a la carta.

Parque Güell está a 2 km del alojamiento, y La Pedrera está a 3,6 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 16 km."
120,Mayerling Bisbe Urquinaona,"8,1",€ 584,https://www.booking.com/hotel/es/chic-basic-urquinaona-apartamentos.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=120&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977558&all_sr_blocks=1876302_243442467_0_0_0&highlighted_blocks=1876302_243442467_0_0_0&matching_block_id=1876302_243442467_0_0_0&sr_pri_blocks=1876302_243442467_0_0_0__58360&from=searchresults#hotelTmpl,3,"El Mayerling Bisbe Urquinaona ofrece WiFi gratuita, presenta una decoración minimalista y se encuentra en el centro de Barcelona. Está a 5 minutos a pie de la plaza de Cataluña.

Los apartamentos son accesibles por un tramo de escaleras y tienen aire acondicionado, calefacción, baño privado con secador de pelo y cocina con lavavajillas, hervidor, microondas y cafetera.

Hay muchos restaurantes, supermercados y tiendas en las inmediaciones.

El Mayerling Bisbe Urquinaona está a 5 minutos a pie de La Rambla de Barcelona y a 500 metros del Paseo de Gracia y sus tiendas. El aeropuerto de Barcelona queda a 30 minutos en autobús desde la plaza de Cataluña."
121,Espais Blaus Apartments,"9,2",€ 602,https://www.booking.com/hotel/es/espais-blaus-apartments.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=121&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977558&all_sr_blocks=37424803_381339289_0_0_0&highlighted_blocks=37424803_381339289_0_0_0&matching_block_id=37424803_381339289_0_0_0&sr_pri_blocks=37424803_381339289_0_0_0__60200&from=searchresults#hotelTmpl,4,"Estos elegantes apartamentos, situados a solo 400 metros de la estación de metro de Joanic, ofrecen conexión WiFi gratuita, TV de pantalla plana y zona de cocina con lavadora/secadora de ropa, horno y lavavajillas. El edificio dispone de una solárium en la azotea.

Los luminosos apartamentos cuentan con aire acondicionado y una amplia zona de estar/comedor con sofá cama. Todos tienen un baño moderno con secador de pelo. Se proporcionan toallas y ropa de cama.

Hay un pequeño supermercado justo debajo de los apartamentos y el mercado de la Abaceria Central está a solo 250 metros. A 5 minutos a pie hay muchos bares, tiendas y restaurantes.

El Espais Blaus Apartments está en una zona tranquila del popular barrio de Gracia. El paseo de Gracia y La Pedrera de Gaudí se encuentran a solo 15 minutos a pie."
122,Hotel Abbot,"7,8",€ 277,https://www.booking.com/hotel/es/abbot.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=122&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977558&all_sr_blocks=9040702_0_2_0_0&highlighted_blocks=9040702_0_2_0_0&matching_block_id=9040702_0_2_0_0&sr_pri_blocks=9040702_0_2_0_0__27676&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4,"El Hotel Abbot está situado a menos de 200 metros de la estación de tren de Sants y a 10 minutos a pie de la plaza de España. Ofrece habitaciones con aire acondicionado, conexión WiFi gratuita y TV de pantalla plana.

Las habitaciones del hotel presentan una decoración sencilla y luminosa y disponen de minibar, caja fuerte y baño privado con secador de pelo.

El Abbot cuenta con cafetería y recepción 24 horas que puede reservar entradas para visitas guiadas, espectáculos en directo y otros eventos. También hay una sala de desayunos abierta todas las mañanas.

El hotel se encuentra a solo 10 minutos a pie de la montaña de Montjuïc y del centro de exposiciones Fira. Desde la estación de tren de Sants se puede llegar al aeropuerto de Barcelona en 20 minutos."
123,Sixtytwo Hotel,"9,2",€ 748,https://www.booking.com/hotel/es/sixtytwo-barcelona.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=123&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977558&all_sr_blocks=18918409_269355254_0_2_0&highlighted_blocks=18918409_269355254_0_2_0&matching_block_id=18918409_269355254_0_2_0&sr_pri_blocks=18918409_269355254_0_2_0__74820&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4,"Este hotel boutique tiene un salón elegante y está ubicado en Barcelona, junto a la estación Passeig de Gràcia. Ofrece habitaciones con WiFi gratuita y TV de pantalla plana.

El Sixtytwo Hotel ocupa un edificio típico del siglo XIX. Las habitaciones son elegantes y disponen de minibar y cafetera Nespresso. Algunas tienen vistas al Paseo de Gracia, mientras que otras tienen vistas al bonito jardín japonés del hotel.

Se sirve un desayuno continental a diario en una cafetería cercana. La recepción está abierta las 24 horas y proporciona servicio de alquiler de coches.

Este hotel boutique tiene 45 habitaciones amplias y elegantes. Se encuentra en el famoso Paseo de Gracia barcelonés, cerca de la avenida Diagonal, la mejor zona comercial de la ciudad, que cuenta con una gran variedad de restaurantes y bares de tapas.

El Hotel Sixtytwo se halla frente a la Casa Batlló de Gaudí y a solo 3 minutos a pie de La Pedrera. La plaza de Cataluña queda a solo 10 minutos a pie. La cercana estación Passeig de Gràcia ofrece servicios de metro y trenes directos al aeropuerto."
124,BCN Rambla Catalunya Apartments,"8,8",€ 658,https://www.booking.com/hotel/es/bcn-rambla-catalunya.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=124&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977558&all_sr_blocks=33506609_236672578_2_0_0&highlighted_blocks=33506609_236672578_2_0_0&matching_block_id=33506609_236672578_2_0_0&sr_pri_blocks=33506609_236672578_2_0_0__65830&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4,"Dirección del alojamiento: Rambla Catalunya, 101-103/Carrer Aragó, 250.
Este apartamento con aire acondicionado consta de dormitorio con 1 cama doble, dormitorio con 2 camas individuales, wifi gratuita, zona de estar con sofá cama y TV de pantalla plana. También incluye baño privado, lavavajillas y lavadora. La cocina está bien equipada con nevera y microondas. Las fotos corresponden a una selección de diferentes apartamentos, todos con características similares. Los apartamentos se asignan según disponibilidad."
125,Occidental Atenea Mar - Adults Only,"8,1",€ 452,https://www.booking.com/hotel/es/barcelo-atenea-mar.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=125&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977558&all_sr_blocks=9250911_88192666_2_2_0&highlighted_blocks=9250911_88192666_2_2_0&matching_block_id=9250911_88192666_2_2_0&sr_pri_blocks=9250911_88192666_2_2_0__45160&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4,"El Occidental Atenea Mar - Adults Only está situado a 150 metros de la playa de la Nova Mar Bella de Barcelona y ofrece sauna, gimnasio y zona WiFi gratuita. Las habitaciones incluyen aire acondicionado y TV vía satélite con canales internacionales.

El hotel dispone de terraza con vistas al mar y piscina de borde infinito de temporada con camas y asientos de hidromasaje. Se pueden alquilar camas balinesas y tumbonas. También hay un bar de temporada, que está abierto de junio a septiembre.

Las habitaciones del Occidental Atenea Mar - Adults Only son luminosas y funcionales y muchas de ellas gozan de vistas a la ciudad o al mar. Todas las habitaciones tienen minibar, caja fuerte de uso gratuito y baño privado con artículos de aseo.

El restaurante Canela del hotel propone platos mediterráneos a la carta y un desayuno buffet variado todas las mañanas. También hay muchos bares y restaurantes en el cercano paseo marítimo.

Los servicios regulares de autobús que van al centro de Barcelona tienen parada justo frente al Occidental Atenea Mar - Adults Only, y la estación de metro de Poble Nou se encuentra a 10 minutos a pie. El centro de conferencias CCIB y el centro comercial Diagonal Mar se hallan a solo 1 km del hotel."
126,"Claris Hotel & Spa GL, a Small Luxury Hotel of the World","8,4",€ 741,https://www.booking.com/hotel/es/clarisderby.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=126&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977564&all_sr_blocks=9003701_116181641_0_2_0&highlighted_blocks=9003701_116181641_0_2_0&matching_block_id=9003701_116181641_0_2_0&sr_pri_blocks=9003701_116181641_0_2_0__74072&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,5,"Este hotel de lujo está ubicado en Barcelona, justo al lado del prestigioso Passeig de Gràcia, y tiene una azotea con piscina y vistas a la ciudad. El hotel acoge una colección de arte única.

El Claris Hotel & Spa GL ocupa un edificio del siglo XIX convertido en palacio y combina el clasicismo del lugar original con materiales modernos. El hotel cuenta con más de 400 obras de arte originales, dándole el estatus de monumento especial. Además, ofrece acceso gratuito al Museo Egipcio de Barcelona, ​​situado junto a él.

Las habitaciones están insonorizadas y presentan una decoración elegante con muebles hechos a mano. Todas disponen de TV LCD vía satélite, sofá y obras de arte romanas, egipcias e hindúes.

El hotel alberga el restaurante Terraza del Claris, que sirve platos gourmet de estilo mediterráneo en la terraza de la azotea (con vistas a los tejados característicos del barrio del Ensanche). El restaurante Os-kuro Sushi & Robata propone recetas clásicas de la gastronomía japonesa combinadas con ingredientes mediterráneos y de la zona.

Todas las habitaciones disponen de TV con dispositivo ChromeCast para poder acceder a plataformas como Netflix, Amazon Prime, YouTube, etc.

El Claris se encuentra a solo 5 minutos a pie de edificios de Gaudí como la Casa Batlló y La Pedrera. Se halla a unos 10 minutos a pie de las Ramblas."
127,Hostal Barcelona,"6,9",€ 303,https://www.booking.com/hotel/es/hostal-barcelona.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=127&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977564&all_sr_blocks=25152904_91915079_2_2_0&highlighted_blocks=25152904_91915079_2_2_0&matching_block_id=25152904_91915079_2_2_0&sr_pri_blocks=25152904_91915079_2_2_0__30252&from=searchresults#hotelTmpl,2,"El Hostal Barcelona, situado a 15 minutos a pie de Las Ramblas y de la plaza de España, ofrece habitaciones con aire acondicionado, TV y WiFi gratuita. La avenida del Paralelo, famosa por sus teatros, queda a 100 metros.

El Hostal Barcelona cuenta con servicios de información turística, de reserva de entradas y billetes (también para el autobús turístico de Barcelona) y de alquiler de coches y bicicletas. Hay un ordenador con conexión a internet en la recepción. Todas las habitaciones están equipadas con caja fuerte. Hay consigna de equipaje. La recepción está disponible las 24 horas.

Se sirve un desayuno buffet de 07:30 a 10:30, además de bebidas calientes y bollería las 24 horas. Los huéspedes pueden utilizar un microondas. Hay un supermercado en el mismo edificio, así como restaurantes y bares en los alrededores.

El Hostal Barcelona se encuentra a 100 metros de la estación de metro Parallel y de numerosas paradas de autobús. El Centro de Convenciones Fira de Barcelona queda a 12 minutos en transporte público. El establecimiento está a 5 minutos a pie de Montjuic y a 20 minutos a pie del Puerto Viejo."
128,Barcelona House,"7,9",€ 617,https://www.booking.com/hotel/es/barcelona-house.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=128&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977564&all_sr_blocks=17531101_215724710_0_1_0&highlighted_blocks=17531101_215724710_0_1_0&matching_block_id=17531101_215724710_0_1_0&sr_pri_blocks=17531101_215724710_0_1_0__61652&from=searchresults#hotelTmpl,3,"El Barcelona House Hotel se encuentra en el Barrio Gótico de Barcelona, a 80 metros de las Ramblas. El hotel ofrece habitaciones modernas con aire acondicionado, suelo de madera, conexión gratuita a internet por cable y TV de pantalla plana.

La catedral de Barcelona y el mercado de la Boquería se encuentran a 500 metros. El puerto y el centro comercial Maremagnum se hallan a 10 minutos a pie del hotel. La playa de la Barceloneta está a 20 minutos a pie, y también se puede llegar hasta allí en autobús.

Las habitaciones tienen calefacción, caja fuerte y baño privado con secador de pelo.

En las inmediaciones del Barcelona House hay numerosos bares, restaurantes y galerías. El museo Picasso y el barrio de moda del Borne se encuentran a 10 minutos a pie.

La recepción está abierta las 24 horas y hay consigna de equipaje."
129,Atenea Rekord Suites,"8,4",€ 416,https://www.booking.com/hotel/es/hrekord.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=129&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977564&all_sr_blocks=9055404_95125342_0_2_0&highlighted_blocks=9055404_95125342_0_2_0&matching_block_id=9055404_95125342_0_2_0&sr_pri_blocks=9055404_95125342_0_2_0__41560&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4,"El Atenea Rekord Suites se encuentra en el barrio de Sarriá, en Barcelona, ​​a 10 minutos en tren de la plaza de Catalunya. Hay WiFi gratuita en todas las instalaciones.

Las habitaciones son amplias, cómodas y modernas, y tienen TV vía satélite, caja fuerte y cafetera Nespresso. El baño privado cuenta con artículos de aseo gratuitos y secador de pelo.

El Rekord Café ofrece un desayuno buffet.

La recepción está abierta las 24 horas y dispone de mostrador de información turística.

En las inmediaciones hay numerosos restaurantes, bares y tiendas. La estación de Muntaner está a solo 50 metros del hotel."
130,Casa Abamita,"8,5",€ 611,https://www.booking.com/hotel/es/mayerling-abamita-apartments.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4ArDJ-a0GwAIB0gIkNGVkMzg4NjMtZmJmYy00ZTVhLTlmZWMtZDRmYTkwZmUxNTYz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-13&checkout=2024-06-15&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=130&sr_order=popularity&srpvid=3e5c71e77598027f&srepoch=1706977564&all_sr_blocks=158998608_326128883_2_0_0&highlighted_blocks=158998608_326128883_2_0_0&matching_block_id=158998608_326128883_2_0_0&sr_pri_blocks=158998608_326128883_2_0_0__61106&from=searchresults#hotelTmpl,3,"Los Apartamentos Mayerling Abamita se encuentran en Barcelona y ofrecen alojamiento con aire acondicionado. El establecimiento está a 600 metros de la plaza Plaça Catalunya. Hay WiFi gratuita en todo el recinto.

El alojamiento dispone de estudios y habitaciones. Los estudios incluyen zona de cocina con vitrocerámica. Las habitaciones y los estudios están equipados con TV de pantalla plana, microondas y nevera. Hay baño privado con secador de pelo en todos los alojamientos. Se proporcionan toallas y ropa de cama.

Los Apartamentos Mayerling Abamita se encuentran a 600 metros de la avenida Portal de l'Angel, a 700 metros de la Seu, la catedral de Barcelona, y a 13 km del aeropuerto de Barcelona-El Prat, el más cercano."
