,Hotels,Ratings,Price,Link,Stars,Descriptions
169,Purple Nest Hostel,"7,9",€ 163,https://www.booking.com/hotel/es/purple-nest-hostel.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=170&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981415&all_sr_blocks=2527818_170582420_0_2_0&highlighted_blocks=2527818_170582420_0_2_0&matching_block_id=2527818_170582420_0_2_0&sr_pri_blocks=2527818_170582420_0_2_0__16330&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,0,"El Purple Nest Hostel, situado en el centro de Valencia, a solo 10 minutos a pie de la catedral, ofrece habitaciones luminosas con aire acondicionado, Dispone de conexión WiFi gratuita, terraza en la azotea y de un animado bar.

Las habitaciones tienen suelos de baldosa y están decoradas con colores alegres y vivos, y diseños originales pintados en las paredes. El baño es compartido y se proporcionan toallas.

El Purple Nest Hostel cuenta con ordenadores con conexión a internet que se pueden utilizar por un suplemento y maquinas expendedoras. Además, ofrece café y té gratuitos.

El Purple Nest goza de una ubicación ideal para explorar los lugares de interés de Valencia y disfrutar de sus locales de ocio nocturno. La estación de autobuses está a unos 2 km y el autobús que va a la playa para cerca del albergue."
170,Blanq Marina Suites,"8,7",€ 325,https://www.booking.com/hotel/es/blanq-marina.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=171&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981415&all_sr_blocks=1004007101_374071899_2_0_0&highlighted_blocks=1004007101_374071899_2_0_0&matching_block_id=1004007101_374071899_2_0_0&sr_pri_blocks=1004007101_374071899_2_0_0__32480&from=searchresults#hotelTmpl,4,"Blanq Marina Suites está en el barrio de Camins al Grau, en Valencia, a 1,8 km de Playa de las Arenas y a 2,4 km de Playa de la Malvarrosa. Se ofrece wifi gratis en todo el alojamiento.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha y secador de pelo. También hay nevera, microondas y fogones, además de hervidor.

Puerto de Valencia está a menos de 1 km del alojamiento, y Oceanográfico está a 3,1 km. El aeropuerto más cercano (Aeropuerto de Valencia) está a 13 km del alojamiento, que ofrece servicio de traslado de pago para ir o volver del aeropuerto."
171,Precioso Loft Berenguer,"9,3",€ 269,https://www.booking.com/hotel/es/precioso-loft-berenguer.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=172&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981415&all_sr_blocks=1113703401_384292382_2_0_0&highlighted_blocks=1113703401_384292382_2_0_0&matching_block_id=1113703401_384292382_2_0_0&sr_pri_blocks=1113703401_384292382_2_0_0__26900&from=searchresults#hotelTmpl,4,"Precioso Loft Berenguer se encuentra en Valencia, a 2,2 km de Playa de las Arenas y a 2,8 km de Playa de la Malvarrosa, y ofrece wifi gratis y aire acondicionado. Este apartamento está a 17 min a pie de Puerto de Valencia y a 3 km de Jardín del Turia.

Este apartamento cuenta con 1 dormitorio, cocina con horno y microondas, TV de pantalla plana, zona de estar y 1 baño con ducha. Hay toallas y ropa de cama en el apartamento.

Jardines de Monforte está a 3,3 km del alojamiento, y Oceanográfico está a 3,3 km. El aeropuerto más cercano (Aeropuerto de Valencia) está a 13 km del alojamiento."
172,Hotel Boutique Balandret,"8,6",€ 500,https://www.booking.com/hotel/es/balandret.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=173&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981415&all_sr_blocks=128171006_325357886_2_1_0&highlighted_blocks=128171006_325357886_2_1_0&matching_block_id=128171006_325357886_2_1_0&sr_pri_blocks=128171006_325357886_2_1_0__50031&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3,"El Hotel Boutique Balandret está situado en Valencia, frente a la playa de Las Arenas y su paseo marítimo, y ofrece un restaurante y habitaciones luminosas con WiFi gratuita.

Las habitaciones del Hotel Boutique Balandret están decoradas en tonos de crema o gris e incluyen baño privado con secador de pelo, TV vía satélite de pantalla plana y caja fuerte. Algunas tienen vistas al mar.

El Hotel Boutique Balandret alberga recepción 24 horas, terraza y bar. También cuenta con instalaciones para reuniones, salón compartido y sala de juegos.

Hay una gran zona de recreo infantil equipada con diferentes juguetes y materiales de pintura para niños. Además, se proporcionan accesorios para bebés como bañeras, cunas y asientos de aseo de forma gratuita.

En el establecimiento y en los alrededores se pueden practicar diversas actividades, como ciclismo, equitación y buceo. L'Oceanogràfic está a 4 km."
173,Ambrosio Flats Valencia - El Mercat,"8,7",€ 340,https://www.booking.com/hotel/es/ambrosio-flats-valencia-el-mercat.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=174&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981415&all_sr_blocks=313164901_146468788_2_0_0&highlighted_blocks=313164901_146468788_2_0_0&matching_block_id=313164901_146468788_2_0_0&sr_pri_blocks=313164901_146468788_2_0_0__34000&from=searchresults#hotelTmpl,4,"Ambrosio Flats Valencia - El Mercat es un alojamiento bien situado en el centro de Valencia que ofrece balcón. Estación de tren del Norte y Church of Saint Nicolás están a menos de 1 km y a 7 min a pie del apartamento, y hay wifi gratis.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Jardín del Turia, Museo Nacional de Cerámica y Artes Santuarias González Martí y Basílica de la Virgen de los Desamparados. El aeropuerto más cercano (Aeropuerto de Valencia) está a 8 km."
174,Peres i Valero Habitaciones en Piso Compartido,"6,4",€ 110,https://www.booking.com/hotel/es/habitaciones-en-piso-compartido-valencia.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=175&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981415&all_sr_blocks=1090803503_381967596_0_0_0&highlighted_blocks=1090803503_381967596_0_0_0&matching_block_id=1090803503_381967596_0_0_0&sr_pri_blocks=1090803503_381967596_0_0_0__11000&from=searchresults#hotelTmpl,0,"Peres i Valero Habitaciones en Piso Compartido está muy bien situado en el barrio de Quatre Carreres, Valencia, a 15 min a pie de Estación de tren del Norte, a 1,8 km de Jardín del Turia y a 18 min a pie de Museo Nacional de Cerámica y Artes Santuarias González Martí. El alojamiento se encuentra a 2,9 km de Jardines de Monforte, a 2,9 km de Basílica de la Virgen de los Desamparados y a 3,3 km de Oceanográfico. El hostal o pensión libre de humo cuenta con wifi gratis en todo el alojamiento.

En el hostal o pensión, cada habitación está equipada con baño compartido.

Church of Saint Nicolás está a 3,7 km del alojamiento, y Puerto de Valencia está a 3,7 km. El aeropuerto más cercano (Aeropuerto de Valencia) está a 11 km del alojamiento."
175,SH Valencia Palace,"8,3",€ 540,https://www.booking.com/hotel/es/shhotelesvalenciapalace.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=176&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=9149710_91462978_0_42_0&highlighted_blocks=9149710_91462978_0_42_0&matching_block_id=9149710_91462978_0_42_0&sr_pri_blocks=9149710_91462978_0_42_0__54000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,5,"Este hotel elegante está situado frente al Palau de la Música, en Valencia, y ofrece piscina y terraza solárium en la azotea. El establecimiento ofrece habitaciones amplias con un diseño clásico y WiFi gratuita.

El SH Valencia se encuentra a 10 minutos en coche de la impresionante Ciudad de las Artes y las Ciencias. La playa de la Malvarrosa está a solo 3 km y el aeropuerto, a 25 km.

También hay un bar en el vestíbulo y una cafetería. El hotel sirve un desayuno buffet. Hay WiFi gratuita en las zonas comunes."
176,MD Julio Antonio Apartment Center,"7,6",€ 601,https://www.booking.com/hotel/es/md-julio-antonio-apartment-center.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=177&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=396104901_125267246_0_0_0&highlighted_blocks=396104901_125267246_0_0_0&matching_block_id=396104901_125267246_0_0_0&sr_pri_blocks=396104901_125267246_0_0_0__60100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3,"MD Julio Antonio Apartment Center, que tiene vistas a la ciudad, dispone de alojamiento con terraza y hervidor a unos 16 min a pie de Church of Saint Nicolás. El alojamiento, que dispone de balcón y wifi gratis, se construyó en 1920.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Estación de tren del Norte, Jardín del Turia y Museo Nacional de Cerámica y Artes Santuarias González Martí. El aeropuerto (Aeropuerto de Valencia) está a 8 km."
177,Voghe Premium Flats,"8,6",€ 333,https://www.booking.com/hotel/es/voghe-premium-flats.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=178&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=553865501_204479337_2_0_0&highlighted_blocks=553865501_204479337_2_0_0&matching_block_id=553865501_204479337_2_0_0&sr_pri_blocks=553865501_204479337_2_0_0__33300&from=searchresults#hotelTmpl,4,"Voghe Premium Flats se encuentra en Valencia, a menos de 1 km de Church of Saint Nicolás y a 600 metros del centro, y ofrece alojamiento con aire acondicionado, wifi gratis y terraza.

Cada unidad cuenta con cocina totalmente equipada con mesa de comedor, TV de pantalla plana con canales vía satélite y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También se ofrece nevera, microondas y fogones, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Estación de tren del Norte, Jardín del Turia y Museo Nacional de Cerámica y Artes Santuarias González Martí. El aeropuerto (Aeropuerto de Valencia) está a 7 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
178,Livensa Living - Valencia Viveros,"8,4",€ 282,https://www.booking.com/hotel/es/livensa-living-valencia-viveros.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=179&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=1121371804_384923011_2_0_0&highlighted_blocks=1121371804_384923011_2_0_0&matching_block_id=1121371804_384923011_2_0_0&sr_pri_blocks=1121371804_384923011_2_0_0__28190&from=searchresults#hotelTmpl,2,"Livensa Living - Valencia Viveros, que tiene bar, ofrece alojamiento en Valencia, a 19 min a pie de Jardines de Monforte y a 1,3 km de Church of Saint Nicolás. Este hotel de 2 estrellas ofrece terraza y habitaciones con aire acondicionado, wifi gratis y baño privado. Hay parking privado en el propio alojamiento.

En el hotel, todas las habitaciones incluyen escritorio y TV de pantalla plana. En Livensa Living - Valencia Viveros, cada habitación dispone de ropa de cama y toallas.

En la recepción 24 horas se habla inglés y español, y el personal siempre está dispuesto a echar una mano.

Cerca del alojamiento hay puntos de interés como Basílica de la Virgen de los Desamparados, Jardín del Turia y Museo Nacional de Cerámica y Artes Santuarias González Martí. El aeropuerto (Aeropuerto de Valencia) está a 12 km."
179,MHrosa,"6,1",€ 120,https://www.booking.com/hotel/es/pension-rosaline-valencia2.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=180&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=956682401_368305902_2_0_0&highlighted_blocks=956682401_368305902_2_0_0&matching_block_id=956682401_368305902_2_0_0&sr_pri_blocks=956682401_368305902_2_0_0__11959&from=searchresults#hotelTmpl,3,"MHrosa está muy bien situado en el barrio de Poblados marítimos, Valencia, a 2,1 km de Playa de las Arenas, a 15 min a pie de Puerto de Valencia y a 1,8 km de Oceanográfico. El alojamiento se encuentra a 4,8 km de Jardín del Turia, a 5,5 km de Jardines de Monforte y a 5,7 km de Museo Nacional de Cerámica y Artes Santuarias González Martí. Hay wifi gratis y se ofrece parking privado por un suplemento.

En el hostal o pensión, cada habitación tiene baño privado.

Estación de tren del Norte está a 5,7 km del alojamiento, y Basílica de la Virgen de los Desamparados está a 5,7 km. El aeropuerto más cercano (Aeropuerto de Valencia) está a 14 km del alojamiento."
180,Petit Palace Plaza de la Reina,"8,7",€ 457,https://www.booking.com/hotel/es/petitpalacebristol.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=181&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=9044301_202733538_0_2_0&highlighted_blocks=9044301_202733538_0_2_0&matching_block_id=9044301_202733538_0_2_0&sr_pri_blocks=9044301_202733538_0_2_0__45700&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3,"Este hotel moderno se encuentra en el centro histórico de Valencia, frente al Museo Nacional de Cerámica y a 200 metros de la animada plaza de la Reina. Ofrece habitaciones con WiFi gratuita.

Las habitaciones del Petit Palace Plaza de la Reina cuentan con suelo de parquet y presentan una decoración elegante. Se proporcionan iPads de forma gratuita y bajo petición.

El personal de la recepción 24 horas presta un servicio de reserva de entradas para excursiones guiadas, espectáculos en directo y demás eventos. También se ofrece un servicio gratuito de préstamo de bicicletas. Hay un servicio de alquiler de patinetes eléctricos sujeto a disponibilidad.

El Petit Palace Plaza de la Reina se halla a 300 metros de la catedral. Está a 250 metros de la Lonja de la Seda, declarada Patrimonio de la Humanidad por la UNESCO.

Esta propiedad ofrece desayuno buffet"
181,Estrella de Mar (AT 41182V),"9,1",€ 220,https://www.booking.com/hotel/es/estrella-de-mar-at-41182v.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=182&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=665429501_272840048_2_0_0&highlighted_blocks=665429501_272840048_2_0_0&matching_block_id=665429501_272840048_2_0_0&sr_pri_blocks=665429501_272840048_2_0_0__22000&from=searchresults#hotelTmpl,0,"Estrella de Mar (AT 41182V) es un alojamiento con zona de barbacoa que está en Valencia, a pocos pasos de Playa de El Saler, a 13 min a pie de Playa La Devesa y a 14 km de Oceanográfico. El apartamento está en una zona en la que se pueden practicar actividades como senderismo, windsurf y pesca.

Este apartamento con aire acondicionado tiene acceso a una terraza y cuenta con 1 dormitorio y zona de cocina totalmente equipada. Hay TV de pantalla plana.

Puerto de Valencia está a 14 km del alojamiento, y Jardín del Turia está a 16 km. El aeropuerto más cercano (Aeropuerto de Valencia) está a 23 km."
182,MD Modern Hotel - Jardines,"8,2",€ 359,https://www.booking.com/hotel/es/md-modern-hotel.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=183&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=30544703_89007848_2_0_0&highlighted_blocks=30544703_89007848_2_0_0&matching_block_id=30544703_89007848_2_0_0&sr_pri_blocks=30544703_89007848_2_0_0__35910&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,1,"El MD Modern Jardines, situado a 100 metros de la sala de conciertos Palau de la Música, en Valencia, ofrece bonito alojamiento y habitaciones con aire acondicionado y baño privado.

Todas las habitaciones del MD Modern Jardines disponen de decoración moderna exclusiva, conexión WiFi gratuita, TV LCD, aire acondicionado/calefacción individual, ventilador de techo, té/café, suelo de madera y nevera. 

Por las mañanas se sirve el desayuno en una cafetería situada a 200 metros. Cerca del establecimiento hay varias cafeterías, bares y restaurantes. El centro histórico y la catedral de Valencia están a menos de 2 km.

El MD Modern Jardines se halla a 15 minutos a pie de la famosa Ciudad de las Artes y las Ciencias, a unos 600 metros de la estación de metro Colón, a una parada de metro de la estación de tren de Valencia y a 1,5 km del Mestalla, el estadio del Valencia CF."
183,Vincci Palace,"8,5",€ 871,https://www.booking.com/hotel/es/vincci-palace.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=184&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=9416301_333873942_0_2_0&highlighted_blocks=9416301_333873942_0_2_0&matching_block_id=9416301_333873942_0_2_0&sr_pri_blocks=9416301_333873942_0_2_0__87120&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4,"El Vincci Palace se encuentra en el centro de Valencia, a 5 minutos a pie de la catedral. Este hotel de diseño ocupa un edificio con encanto y ofrece habitaciones elegantes con TV vía satélite y conexión gratuita a internet.

El Hotel Vincci Palace sirve un desayuno buffet que incluye productos sin gluten. También alberga una cafetería elegante que ofrece refrescos y aperitivos. Además, a 5 minutos a pie del hotel hay numerosos restaurantes.

La recepción está abierta las 24 horas y proporciona servicio de venta de entradas para visitas guiadas, espectáculos en vivo y otros eventos. El Vincci Palace cuenta con instalaciones para reuniones y salas de conferencias.

El hotel está muy bien comunicado en transporte público, ya que tiene 2 paradas de autobús justo enfrente. Asimismo, el establecimiento se halla a solo 5 minutos a pie de la estación de metro Colón, que proporciona conexiones directas con el aeropuerto de Valencia."
184,Rooms Ciencias,"8,8",€ 608,https://www.booking.com/hotel/es/rooms.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=185&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=9412602_98903535_0_2_0&highlighted_blocks=9412602_98903535_0_2_0&matching_block_id=9412602_98903535_0_2_0&sr_pri_blocks=9412602_98903535_0_2_0__60800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4,"El Rooms Ciencias, situado a 300 metros de la Ciudad de las Artes y las Ciencias, ofrece habitaciones con aire acondicionado, calefacción y WiFi gratuita.

Las habitaciones, que reciben mucha luz natural, cuentan con TV de pantalla plana con canales internacionales. También incluyen baño privado con ducha.

El establecimiento alberga un bar restaurante que sirve desayunos, almuerzos y cenas de 07:30 a 00:00, en horario continuo. Desayuno buffet.

Hay varias paradas de autobús a unos 300 metros del establecimiento. El centro histórico de Valencia y sus numerosas muestras de arquitectura gótica están a 20 minutos en transporte público. El puerto de Valencia y la playa de La Malvarrosa se encuentran a 12 minutos en coche."
185,SingularStays Mercado Central,"7,4",€ 372,https://www.booking.com/hotel/es/singular-apartments-mercado.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=186&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=111982920_358995872_2_0_0&highlighted_blocks=111982920_358995872_2_0_0&matching_block_id=111982920_358995872_2_0_0&sr_pri_blocks=111982920_358995872_2_0_0__37167&from=searchresults#hotelTmpl,3,"El SingularStays Mercado Central se encuentra en Valencia, a 10 minutos a pie de la estación de metro de Colón, y dispone de alojamientos con calefacción y conexión Wi-Fi gratuita. El centro histórico de Valencia está a 5 minutos a pie.

Los apartamentos incluyen sala de estar con TV y zona de asientos, y cocina privada con horno, microondas y lavadora.

Los alojamientos ofrecen además baño privado con bañera o ducha y secador de pelo. Se proporcionan toallas y ropa de cama.

El establecimiento se halla a 30 minutos en autobús de La Ciudad de las Artes y las Ciencias y a unos 30 minutos en transporte público de la playa de La Malvarrosa."
186,Cosmo Hotel Boutique,"9,2",€ 736,https://www.booking.com/hotel/es/cosmo-valencia.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Apbu-a0GwAIB0gIkZDJkN2JlZWYtODRkOS00M2IwLThlODgtMjU5YTRjNzIxNzMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-08&dest_id=-406131&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=187&sr_order=popularity&srpvid=ae197aa1d3e100d9&srepoch=1706981420&all_sr_blocks=483885801_368949345_0_2_0&highlighted_blocks=483885801_368949345_0_2_0&matching_block_id=483885801_368949345_0_2_0&sr_pri_blocks=483885801_368949345_0_2_0__73600&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3,"Cosmo Hotel Boutique se encuentra en Valencia, a 8 min a pie de Estación de tren del Norte, y ofrece servicio de conserjería, habitaciones libres de humo, restaurante, wifi gratis en todo el alojamiento y bar. Este hotel de 3 estrellas ofrece mostrador de información turística y guardaequipaje. El alojamiento está a 200 metros del centro de la ciudad y a 6 min a pie de Church of Saint Nicolás.

En el hotel, cada habitación incluye escritorio, TV de pantalla plana, baño privado, ropa de cama y toallas. Todas las habitaciones disponen de caja fuerte, y algunas también ofrecen terraza. Las habitaciones cuentan con armario y hervidor.

El personal, que habla inglés, español y italiano, ofrece información en todo momento en la recepción.

Cerca del alojamiento hay puntos de interés como Jardín del Turia, Museo Nacional de Cerámica y Artes Santuarias González Martí y Basílica de la Virgen de los Desamparados. El aeropuerto más cercano (Aeropuerto de Valencia) está a 8 km del alojamiento, que ofrece servicio de traslado de pago para ir o volver del aeropuerto."
